Category,Price,Rating,Stock,Discount
A,3947.0,3.082060052,In Stock,48.0
A,552.0,4.36343691,In Stock,47.0
C,1398.0,3.348483731,Out of Stock,31.0
B,8686.0,4.033833309,Out of Stock,11.0
B,3958.0,2.367321407,In Stock,13.0
C,166.0,4.983784435,Out of Stock,45.0
C,4374.0,1.124329678,In Stock,13.0
C,9265.0,3.082060052,In Stock,47.0
D,9181.0,3.082060052,Out of Stock,14.0
C,9966.0,3.082060052,Out of Stock,16.0
C,7087.0,3.082060052,Out of Stock,47.0
D,3673.0,2.919233192,Out of Stock,40.0
C,6764.0,3.082060052,In Stock,46.0
C,8254.0,3.082060052,In Stock,7.0
C,2470.0,2.790822701,Out of Stock,23.0
A,7870.0,3.082060052,Out of Stock,45.0
C,9526.0,3.082060052,In Stock,5.0
C,3396.0,2.132233505,In Stock,35.0
C,4996.5,2.735325813,In Stock,47.0
B,8533.0,3.082060052,In Stock,1.0
C,6313.0,4.445257202,Out of Stock,18.0
A,1188.0,2.515534993,In Stock,31.0
C,2365.0,3.082060052,Out of Stock,31.0
B,288.0,2.00125054,In Stock,11.0
C,5009.0,3.082572756,Out of Stock,37.0
C,9634.0,3.082060052,In Stock,48.0
C,9485.0,3.082060052,In Stock,24.0
C,7374.0,3.082060052,In Stock,43.0
C,233.0,2.647735832,In Stock,7.0
C,5326.0,2.471724024,In Stock,4.0
A,5257.0,3.082060052,In Stock,31.0
A,1853.0,3.041639608,In Stock,15.0
C,5317.0,1.813418657,In Stock,22.0
C,808.0,3.082060052,In Stock,9.0
D,2736.0,2.46595822,In Stock,12.0
C,2232.0,2.41188537,In Stock,2.0
C,9229.0,3.912481119,In Stock,40.0
C,4996.5,1.701949858,Out of Stock,35.0
C,6409.0,3.843182174,Out of Stock,35.0
C,6220.0,3.082060052,In Stock,44.0
C,9759.0,3.082060052,In Stock,5.0
C,7023.0,3.505974196,In Stock,25.0
C,6842.0,3.082060052,In Stock,14.0
C,5062.0,3.082060052,In Stock,17.0
C,3730.0,1.336815721,In Stock,42.0
C,2291.0,3.082060052,In Stock,29.0
C,5948.0,3.082060052,Out of Stock,25.0
D,6160.0,3.082060052,In Stock,1.0
A,3472.0,1.56741013,In Stock,25.0
C,993.0,3.714865606,In Stock,41.0
C,8700.0,3.082060052,In Stock,30.0
B,2998.0,4.085514592,In Stock,7.0
C,4996.5,3.082060052,In Stock,29.0
C,6281.0,2.716134134,In Stock,41.0
D,1157.0,2.168744315,In Stock,25.0
C,7092.0,3.082060052,In Stock,25.0
C,4996.5,3.082060052,Out of Stock,34.0
C,4037.0,1.479951675,In Stock,43.0
A,8210.0,3.082060052,Out of Stock,10.0
A,6791.0,3.082060052,In Stock,33.0
C,219.0,3.346222321,In Stock,25.0
C,4601.0,3.082060052,In Stock,33.0
A,5393.0,1.076529755,In Stock,47.0
C,2042.0,3.082060052,In Stock,20.0
C,3441.0,2.072512581,In Stock,37.0
C,5040.0,2.846823344,In Stock,39.0
A,3933.0,3.095869691,In Stock,21.0
C,3098.0,3.082060052,In Stock,21.0
C,5659.0,3.082060052,In Stock,23.0
B,6606.0,3.082060052,In Stock,45.0
C,4650.0,3.36303516,In Stock,3.0
C,4578.0,3.082060052,In Stock,22.0
C,367.0,4.611745324,In Stock,38.0
C,5908.0,3.082060052,In Stock,35.0
C,7765.0,3.082060052,In Stock,35.0
C,860.0,3.082060052,In Stock,28.0
C,4996.5,2.684314027,In Stock,30.0
A,4207.0,3.082060052,Out of Stock,15.0
C,4576.0,3.082060052,In Stock,25.0
C,4687.0,2.993865501,In Stock,49.0
C,2018.0,4.97436591,In Stock,34.0
C,8305.0,2.937883361,In Stock,31.0
C,4499.0,4.720944428,In Stock,13.0
C,8795.0,3.082060052,In Stock,15.0
C,3502.0,4.624240558,In Stock,30.0
C,3947.0,3.082060052,In Stock,39.0
C,9466.0,3.082060052,In Stock,34.0
C,8214.0,1.554900282,In Stock,19.0
C,6046.0,1.216510866,In Stock,12.0
C,6731.0,3.082060052,In Stock,24.0
A,8200.0,3.082060052,In Stock,22.0
C,7809.0,3.082060052,In Stock,17.0
A,4330.0,3.082060052,In Stock,35.0
C,1999.0,3.082060052,Out of Stock,29.0
C,193.0,3.082060052,In Stock,39.0
C,4765.0,3.082060052,Out of Stock,27.0
D,9415.0,3.082060052,In Stock,3.0
C,4025.0,3.082060052,In Stock,42.0
C,3141.0,3.082060052,In Stock,13.0
C,6168.0,3.082060052,Out of Stock,24.0
C,5146.0,3.082060052,In Stock,23.0
C,4996.5,1.495261871,Out of Stock,47.0
C,1525.0,4.973268896,Out of Stock,46.0
C,7785.0,1.421898336,Out of Stock,39.0
A,4204.0,1.856500575,In Stock,15.0
D,9107.0,2.469263463,In Stock,23.0
B,4996.5,3.082060052,In Stock,37.0
C,5684.0,3.082060052,In Stock,35.0
C,2809.0,3.898357755,Out of Stock,28.0
C,8837.0,3.082060052,In Stock,48.0
C,2006.0,3.910314087,In Stock,27.0
A,7013.0,3.082060052,Out of Stock,47.0
C,4089.0,3.082060052,Out of Stock,34.0
C,9491.0,3.082060052,Out of Stock,25.0
C,2256.0,2.417251829,In Stock,47.0
A,302.0,3.082060052,In Stock,30.0
A,6586.0,3.97081675,Out of Stock,13.0
C,3121.0,3.249918034,Out of Stock,43.0
C,1880.0,4.177729957,Out of Stock,33.0
B,6307.0,4.641240874,In Stock,25.0
C,3051.0,1.052618509,In Stock,41.0
B,8664.0,3.082060052,In Stock,10.0
C,583.0,4.87028266,In Stock,39.0
C,5284.0,4.724694015,In Stock,45.0
B,3582.0,3.082060052,Out of Stock,43.0
C,9200.0,3.984146671,In Stock,23.0
C,9372.0,2.307738301,Out of Stock,26.0
C,6241.0,3.082060052,In Stock,44.0
D,8713.0,4.836304463,Out of Stock,38.0
C,4272.0,1.004562587,Out of Stock,32.0
C,3440.0,1.804972601,In Stock,25.0
C,4648.0,4.242985533,In Stock,44.0
C,340.0,4.886310787,Out of Stock,27.0
C,882.0,3.046103172,Out of Stock,11.0
C,9787.0,4.349021263,In Stock,25.0
C,4996.5,4.0738973,Out of Stock,25.0
C,4752.0,2.824110914,Out of Stock,20.0
C,3282.0,3.082060052,In Stock,13.0
C,2619.0,2.42431572,In Stock,25.0
C,9534.0,3.082060052,In Stock,32.0
C,5870.0,3.082060052,Out of Stock,15.0
C,1519.0,2.679388146,Out of Stock,32.0
C,2422.0,3.082060052,In Stock,28.0
D,3510.0,3.082060052,Out of Stock,28.0
C,699.0,4.37583811,In Stock,9.0
C,1860.0,2.326358234,In Stock,48.0
C,9630.0,3.082060052,In Stock,21.0
A,6253.0,3.082060052,In Stock,25.0
D,1533.0,3.082060052,Out of Stock,25.0
C,7259.0,3.082060052,Out of Stock,5.0
C,8388.0,3.936083685,In Stock,49.0
B,2801.0,3.082060052,In Stock,10.0
A,8976.0,2.675012434,In Stock,5.0
C,6855.0,3.082060052,In Stock,25.0
C,6487.0,3.275214523,Out of Stock,9.0
C,513.0,1.551308786,In Stock,18.0
C,7743.0,3.082060052,In Stock,45.0
A,4844.0,2.809743585,Out of Stock,25.0
C,8867.0,2.789754486,In Stock,25.0
C,8794.0,3.082060052,In Stock,34.0
C,7446.0,2.516384461,Out of Stock,5.0
C,169.0,2.598798249,In Stock,49.0
C,6130.0,3.082060052,In Stock,12.0
C,1151.0,1.870206341,In Stock,9.0
C,1893.0,2.415329928,Out of Stock,33.0
C,7446.0,3.082060052,In Stock,25.0
C,2641.0,4.057688277,Out of Stock,5.0
C,8832.0,2.184752213,In Stock,45.0
D,7785.0,1.962680409,In Stock,2.0
C,9041.0,3.082060052,Out of Stock,42.0
C,358.0,1.534718218,In Stock,5.0
C,4122.0,1.17127608,Out of Stock,15.0
D,9914.0,4.224213898,In Stock,33.0
D,7398.0,4.539260482,In Stock,45.0
A,5533.0,3.082060052,In Stock,31.0
C,9942.0,3.098893349,In Stock,41.0
C,5889.0,1.011499178,In Stock,35.0
C,2065.0,2.773372451,In Stock,38.0
C,3573.0,1.681781055,In Stock,8.0
C,7249.0,3.082060052,Out of Stock,40.0
C,2863.0,3.082060052,Out of Stock,20.0
C,3149.0,2.436181742,Out of Stock,11.0
D,2597.0,2.693039161,In Stock,22.0
C,4996.5,2.520140576,Out of Stock,48.0
C,8502.0,3.082060052,In Stock,16.0
B,4377.0,2.58527386,Out of Stock,23.0
C,2188.0,2.075837576,In Stock,12.0
C,1125.0,3.082060052,In Stock,17.0
C,421.0,2.204065103,In Stock,6.0
C,8287.0,4.359452058,In Stock,35.0
C,1039.0,2.944642999,Out of Stock,44.0
C,4290.0,2.470568033,Out of Stock,0.0
D,4297.0,3.303322214,In Stock,5.0
B,2557.0,3.082060052,In Stock,7.0
C,8483.0,1.353439152,In Stock,44.0
A,4996.5,3.979337342,In Stock,21.0
C,3742.0,3.082060052,Out of Stock,3.0
C,8017.0,1.612055887,In Stock,3.0
D,4910.0,4.989577355,In Stock,45.0
C,4429.0,3.082060052,In Stock,8.0
C,4192.0,3.108584267,In Stock,1.0
C,5687.0,3.082060052,Out of Stock,7.0
A,9116.0,2.16027754,In Stock,45.0
A,573.0,3.082060052,In Stock,23.0
A,6107.0,1.163184958,Out of Stock,22.0
C,9464.0,3.082060052,In Stock,24.0
C,5125.0,3.082060052,Out of Stock,49.0
C,480.0,2.895213765,In Stock,21.0
C,3122.0,3.082060052,In Stock,46.0
D,8873.0,3.248184262,In Stock,41.0
C,1189.0,4.957681199,Out of Stock,34.0
C,9697.0,3.334450241,In Stock,11.0
A,3592.0,3.082060052,In Stock,31.0
C,1891.0,3.082060052,In Stock,14.0
D,9584.0,2.338223783,In Stock,27.0
C,3908.0,2.390631587,Out of Stock,27.0
C,3584.0,3.082060052,In Stock,44.0
D,3996.0,3.082060052,Out of Stock,25.0
C,6618.0,1.840089433,In Stock,48.0
B,5054.0,1.893145253,In Stock,5.0
D,8760.0,3.082060052,In Stock,42.0
B,6166.0,3.082060052,In Stock,47.0
C,6557.0,3.082060052,In Stock,9.0
D,9794.0,2.130339376,Out of Stock,14.0
C,7693.0,3.082060052,In Stock,35.0
A,5896.0,3.082060052,Out of Stock,41.0
C,462.0,1.331008698,In Stock,29.0
C,4673.0,4.846201403,Out of Stock,0.0
B,5031.0,1.864217036,In Stock,25.0
C,8671.0,3.082060052,In Stock,0.0
C,3262.0,3.082060052,In Stock,8.0
A,2970.0,2.028725181,Out of Stock,2.0
C,6708.0,3.177204226,In Stock,24.0
C,9054.0,3.166292267,In Stock,26.0
C,7272.0,2.366807906,In Stock,29.0
C,7873.0,3.991883776,Out of Stock,42.0
C,5940.0,4.850522226,Out of Stock,7.0
C,2209.0,2.247698083,In Stock,3.0
C,3151.0,1.991498846,In Stock,8.0
A,6911.0,2.338003976,Out of Stock,11.0
C,438.0,3.082060052,In Stock,21.0
C,4996.5,3.082060052,In Stock,19.0
C,2761.0,2.259845774,In Stock,14.0
C,6361.0,3.957523113,In Stock,5.0
C,1445.0,3.082060052,In Stock,38.0
C,4659.0,3.793331203,In Stock,15.0
C,9158.0,3.082060052,In Stock,25.0
C,9306.0,4.131448624,In Stock,18.0
C,2807.0,3.217156054,Out of Stock,39.0
A,1297.0,3.082060052,In Stock,36.0
C,4847.0,3.082060052,In Stock,41.0
D,8255.0,4.187392001,In Stock,36.0
D,7894.0,1.339054719,In Stock,25.0
C,8209.0,1.927910222,Out of Stock,19.0
C,7265.0,1.420038295,In Stock,37.0
B,4930.0,3.321333154,Out of Stock,9.0
C,4996.5,2.86768717,Out of Stock,16.0
D,4999.0,3.082060052,Out of Stock,40.0
C,4996.5,4.588041206,Out of Stock,25.0
C,2929.0,2.744012447,Out of Stock,46.0
D,4529.0,3.082060052,In Stock,4.0
C,3509.0,3.082060052,In Stock,10.0
C,9098.0,2.03745842,Out of Stock,6.0
C,1567.0,3.082060052,In Stock,37.0
C,926.0,3.082060052,Out of Stock,21.0
C,7538.0,2.529976294,In Stock,29.0
D,2797.0,2.954738492,In Stock,26.0
C,3772.0,3.082060052,In Stock,44.0
C,6302.0,1.883031279,In Stock,6.0
C,8094.0,1.378041747,Out of Stock,30.0
C,9873.0,3.082060052,In Stock,19.0
C,9016.0,3.73164719,In Stock,26.0
B,3621.0,3.269276521,In Stock,16.0
C,8629.0,3.082060052,Out of Stock,45.0
A,7487.0,3.082060052,Out of Stock,43.0
C,877.0,3.959481763,In Stock,22.0
C,7058.0,2.520362723,Out of Stock,47.0
A,5055.0,2.782292682,In Stock,7.0
A,1251.0,3.082060052,In Stock,40.0
D,1294.0,3.082060052,In Stock,25.0
C,3984.0,4.06813389,Out of Stock,25.0
C,2865.0,3.555979815,In Stock,43.0
C,7325.0,4.202239555,In Stock,22.0
C,4222.0,3.082060052,In Stock,23.0
C,2470.0,1.037354008,In Stock,41.0
C,1647.0,4.284220098,In Stock,27.0
C,4351.0,4.134765174,Out of Stock,5.0
C,9352.0,3.082060052,Out of Stock,31.0
D,9356.0,3.333491496,In Stock,17.0
C,716.0,4.568742635,In Stock,17.0
B,5510.0,3.782282474,Out of Stock,17.0
C,3203.0,3.082060052,In Stock,0.0
C,3455.0,4.403373498,In Stock,38.0
C,3416.0,3.727636517,Out of Stock,10.0
C,1558.0,3.082060052,In Stock,28.0
D,177.0,3.082060052,In Stock,31.0
B,8493.0,3.798117786,Out of Stock,3.0
C,6706.0,3.550703657,In Stock,11.0
C,823.0,3.308216385,In Stock,25.0
D,9753.0,1.959063647,Out of Stock,8.0
C,7635.0,3.082060052,In Stock,12.0
A,3424.0,4.690404921,Out of Stock,25.0
C,8221.0,4.772532426,In Stock,36.0
C,5135.0,3.082060052,In Stock,35.0
A,9272.0,2.459474979,In Stock,37.0
C,8406.0,1.291421111,Out of Stock,11.0
C,6357.0,2.131057288,In Stock,5.0
B,3626.0,3.082060052,Out of Stock,0.0
A,9516.0,3.082060052,In Stock,25.0
C,1506.0,3.082060052,In Stock,34.0
C,7605.0,3.035017053,In Stock,8.0
C,6609.0,3.082060052,In Stock,25.0
B,8569.0,4.300744484,In Stock,42.0
C,3804.0,2.127545537,In Stock,21.0
C,1628.0,3.082060052,In Stock,0.0
C,8319.0,2.065992999,In Stock,25.0
B,5557.0,2.91771379,Out of Stock,14.0
B,8722.0,3.391188478,In Stock,26.0
C,2642.0,3.684924392,Out of Stock,49.0
C,913.0,1.33280838,In Stock,15.0
C,3103.0,2.839374537,In Stock,20.0
C,8687.0,2.609026342,In Stock,19.0
C,5699.0,3.194113461,Out of Stock,25.0
C,9686.0,4.713512142,In Stock,27.0
C,1557.0,1.635867213,In Stock,23.0
C,5236.0,2.290243723,In Stock,10.0
C,8598.0,3.082060052,In Stock,47.0
D,7621.0,3.082060052,Out of Stock,30.0
C,3130.0,3.076447468,In Stock,16.0
C,3086.0,3.082060052,Out of Stock,2.0
C,1051.0,2.984321748,In Stock,10.0
C,5887.0,2.157057952,In Stock,48.0
C,1320.0,2.358778012,In Stock,12.0
C,7446.0,1.530568331,Out of Stock,31.0
C,505.0,3.082060052,Out of Stock,30.0
C,5334.0,3.082060052,Out of Stock,14.0
C,3389.0,1.941900547,Out of Stock,2.0
C,5945.0,3.554980561,Out of Stock,23.0
C,1142.0,2.259947259,Out of Stock,16.0
C,4138.0,3.458852846,In Stock,25.0
C,3526.0,2.182272453,Out of Stock,18.0
C,2604.0,3.082060052,Out of Stock,25.0
C,9502.0,4.058366709,In Stock,4.0
C,3542.0,2.27055598,Out of Stock,36.0
C,8987.0,4.58098193,Out of Stock,32.0
C,4996.5,3.994311876,In Stock,10.0
A,9933.0,3.082060052,In Stock,15.0
C,9887.0,1.721344109,In Stock,12.0
C,6994.0,3.82123986,Out of Stock,11.0
C,7477.0,3.630518223,In Stock,25.0
C,9198.0,4.495473934,Out of Stock,40.0
A,3125.0,3.082060052,In Stock,18.0
C,4070.0,3.082060052,In Stock,46.0
C,2190.0,3.082060052,In Stock,10.0
C,7550.0,3.082060052,In Stock,25.0
C,2023.0,4.904290374,In Stock,31.0
C,1415.0,2.381752333,Out of Stock,42.0
B,8444.0,2.773898597,In Stock,41.0
C,6169.0,2.703924171,Out of Stock,38.0
C,3540.0,3.082060052,Out of Stock,15.0
C,8313.0,2.71869708,In Stock,16.0
C,2695.0,3.778066899,Out of Stock,5.0
C,9809.0,2.143746644,In Stock,8.0
C,7046.0,1.714077512,In Stock,5.0
C,6235.0,2.102911271,Out of Stock,25.0
C,7534.0,4.414725463,In Stock,25.0
C,4996.5,1.003102893,Out of Stock,21.0
C,4863.0,3.082060052,Out of Stock,25.0
A,5271.0,3.082060052,In Stock,45.0
C,947.0,3.082060052,In Stock,5.0
C,5946.0,3.660447894,Out of Stock,25.0
C,9257.0,3.082060052,In Stock,25.0
C,4996.5,4.554561616,In Stock,35.0
C,7479.0,3.082060052,Out of Stock,15.0
C,6205.0,3.644353228,In Stock,29.0
A,1682.0,3.082060052,In Stock,45.0
C,918.0,1.716006583,Out of Stock,34.0
C,2863.0,2.308269416,In Stock,44.0
C,9692.0,3.082060052,In Stock,26.0
C,4917.0,3.082060052,Out of Stock,21.0
C,8537.0,2.95583957,In Stock,10.0
D,5144.0,3.992799957,Out of Stock,27.0
C,2806.0,1.074641885,Out of Stock,30.0
C,9585.0,4.723567029,In Stock,24.0
C,564.0,3.082060052,In Stock,49.0
C,1036.0,1.391264797,In Stock,39.0
C,7268.0,4.137400069,In Stock,35.0
C,2122.0,1.070220143,In Stock,25.0
C,2261.0,1.154137275,Out of Stock,11.0
B,722.0,3.082060052,In Stock,19.0
C,1022.0,3.082060052,In Stock,1.0
C,5237.0,4.854664208,In Stock,49.0
C,3549.0,3.218806011,In Stock,1.0
C,9115.0,1.005714679,In Stock,25.0
C,6676.0,3.54482377,In Stock,25.0
C,6530.0,3.082060052,In Stock,26.0
C,4996.5,2.028452658,In Stock,37.0
C,6438.0,1.607100153,In Stock,39.0
C,3471.0,2.167357133,Out of Stock,5.0
A,3231.0,2.648071748,Out of Stock,8.0
C,5674.0,3.082060052,In Stock,25.0
C,1260.0,3.628810071,Out of Stock,43.0
C,249.0,3.090414208,In Stock,26.0
C,8170.0,4.028107377,Out of Stock,35.0
C,3432.0,1.39276408,In Stock,45.0
A,2720.0,3.068155231,In Stock,23.0
C,8925.0,1.007012317,Out of Stock,20.0
C,1250.0,2.805398279,Out of Stock,20.0
C,1903.0,3.082060052,Out of Stock,46.0
D,7139.0,3.082060052,In Stock,43.0
C,8596.0,4.573302123,Out of Stock,35.0
C,6564.0,2.35032754,In Stock,49.0
C,2905.0,3.082060052,Out of Stock,27.0
B,6381.0,4.171780814,Out of Stock,31.0
C,4347.0,3.082060052,Out of Stock,41.0
C,291.0,3.961543721,In Stock,39.0
C,562.0,1.644107625,In Stock,3.0
C,614.0,3.082060052,Out of Stock,13.0
B,4996.5,3.082060052,In Stock,25.0
C,9617.0,3.082060052,Out of Stock,25.0
D,5341.0,3.082060052,In Stock,25.0
C,2997.0,2.941055367,Out of Stock,25.0
C,1665.0,4.860212846,In Stock,34.0
C,2577.0,3.082060052,Out of Stock,49.0
A,5778.0,3.082060052,In Stock,20.0
C,9697.0,3.66048393,In Stock,40.0
C,4996.5,2.768843803,Out of Stock,45.0
C,1481.0,1.199776457,In Stock,26.0
C,4870.0,3.082060052,Out of Stock,2.0
C,7087.0,4.285811024,In Stock,35.0
C,3650.0,3.082060052,In Stock,37.0
C,3024.0,3.082060052,In Stock,16.0
C,328.0,3.082060052,Out of Stock,41.0
C,1538.0,3.082060052,In Stock,41.0
A,5721.0,3.578709893,In Stock,40.0
C,9329.0,3.082060052,In Stock,48.0
C,3568.0,4.10947182,Out of Stock,11.0
C,7252.0,3.082060052,Out of Stock,36.0
C,9119.0,2.588949047,In Stock,10.0
D,8081.0,3.64653401,In Stock,12.0
C,4996.5,3.701078773,In Stock,30.0
C,381.0,3.082060052,Out of Stock,21.0
C,1249.0,2.559763118,In Stock,49.0
B,6446.0,3.541790165,Out of Stock,25.0
C,8709.0,3.082060052,In Stock,19.0
C,5539.0,1.809605571,Out of Stock,17.0
C,7288.0,2.044934517,In Stock,15.0
D,6778.0,3.082060052,In Stock,41.0
C,7675.0,3.082060052,Out of Stock,1.0
C,9236.0,3.082060052,Out of Stock,15.0
C,2705.0,4.527438671,In Stock,7.0
D,4246.0,3.082060052,Out of Stock,34.0
C,2228.0,3.189855923,In Stock,23.0
C,7314.0,4.620648665,In Stock,30.0
D,8737.0,4.095370532,In Stock,41.0
C,3536.0,3.082060052,In Stock,13.0
C,5272.0,3.082060052,In Stock,25.0
C,5113.0,3.082060052,Out of Stock,17.0
C,2735.0,2.920832286,In Stock,26.0
C,2432.0,3.082060052,Out of Stock,16.0
C,4996.5,1.633709633,In Stock,46.0
C,5736.0,3.082060052,In Stock,14.0
C,3241.0,4.859328886,In Stock,7.0
D,434.0,3.082060052,Out of Stock,6.0
B,9715.0,4.55629631,In Stock,1.0
C,2666.0,2.98169699,In Stock,28.0
C,3215.0,2.376312444,In Stock,25.0
C,736.0,3.082060052,In Stock,12.0
C,4650.0,1.170523665,Out of Stock,11.0
C,4392.0,2.729070979,In Stock,13.0
C,535.0,3.082060052,In Stock,9.0
C,703.0,1.32945137,Out of Stock,4.0
C,620.0,3.082060052,Out of Stock,33.0
D,4290.0,3.082060052,In Stock,13.0
A,8171.0,2.059080055,Out of Stock,14.0
C,1305.0,3.082060052,In Stock,38.0
C,1078.0,4.705406944,In Stock,23.0
C,6285.0,2.60792692,In Stock,27.0
C,6551.0,4.246589692,In Stock,5.0
C,9566.0,3.082060052,Out of Stock,1.0
C,4996.5,3.082060052,Out of Stock,25.0
C,9442.0,2.690726984,In Stock,39.0
A,1521.0,3.082060052,In Stock,29.0
C,1704.0,2.853594757,In Stock,6.0
C,158.0,3.082060052,Out of Stock,12.0
C,231.0,1.444400305,In Stock,38.0
D,8041.0,4.250726268,In Stock,5.0
A,420.0,2.663846018,In Stock,1.0
C,7645.0,3.082060052,In Stock,25.0
D,5297.0,3.933676945,In Stock,5.0
C,4636.0,3.082060052,In Stock,8.0
C,7341.0,3.082060052,In Stock,21.0
B,1971.0,3.082060052,In Stock,1.0
C,4945.0,2.236450726,Out of Stock,7.0
B,3412.0,3.082060052,Out of Stock,24.0
B,2940.0,2.809246904,In Stock,47.0
C,4996.5,4.53529067,In Stock,31.0
C,3280.0,3.082060052,Out of Stock,29.0
C,409.0,3.082060052,Out of Stock,16.0
B,8690.0,3.082060052,Out of Stock,1.0
C,9287.0,4.696252557,In Stock,2.0
C,3590.0,4.099343054,Out of Stock,25.0
D,7644.0,3.082060052,Out of Stock,25.0
C,2428.0,3.082060052,Out of Stock,47.0
A,5310.0,3.649176394,Out of Stock,1.0
C,2699.0,4.340577472,Out of Stock,40.0
C,3341.0,4.841266709,In Stock,44.0
C,7173.0,1.938883588,In Stock,13.0
B,7293.0,1.958100921,In Stock,29.0
C,4004.0,3.082060052,Out of Stock,31.0
C,6722.0,2.419346271,In Stock,8.0
C,1328.0,2.909360251,In Stock,27.0
B,8583.0,3.082060052,In Stock,31.0
B,4461.0,3.082060052,In Stock,39.0
D,4888.0,3.082060052,In Stock,2.0
C,9374.0,3.002856095,In Stock,28.0
C,8339.0,3.918305268,In Stock,41.0
C,7640.0,3.082060052,In Stock,0.0
C,1700.0,1.383613505,In Stock,13.0
C,680.0,3.082060052,In Stock,18.0
C,2541.0,3.632204748,In Stock,37.0
C,6322.0,3.082060052,Out of Stock,25.0
B,6924.0,4.068935005,In Stock,25.0
B,1103.0,3.082060052,In Stock,47.0
C,9686.0,1.799974012,Out of Stock,19.0
C,8669.0,4.641905702,Out of Stock,12.0
C,4097.0,3.082060052,Out of Stock,34.0
C,8281.0,3.082060052,In Stock,12.0
C,1832.0,3.082060052,In Stock,28.0
B,3741.0,3.082060052,In Stock,47.0
C,7054.0,3.082060052,Out of Stock,49.0
C,6355.0,2.764661281,Out of Stock,0.0
A,1511.0,2.967568342,Out of Stock,7.0
C,1545.0,2.14157275,In Stock,29.0
D,828.0,2.153464497,Out of Stock,8.0
D,6483.0,3.082060052,In Stock,33.0
C,3704.0,2.93655431,In Stock,1.0
B,3650.0,1.455301449,In Stock,34.0
C,6354.0,2.872548994,In Stock,46.0
C,3093.0,1.103927782,In Stock,42.0
D,8585.0,3.082060052,In Stock,43.0
C,9832.0,4.96709065,Out of Stock,2.0
A,3726.0,3.082060052,In Stock,26.0
C,7030.0,3.082060052,Out of Stock,19.0
C,5769.0,3.082060052,Out of Stock,18.0
C,2883.0,2.755392183,Out of Stock,35.0
C,3736.0,1.027401458,In Stock,26.0
C,7702.0,1.159747579,Out of Stock,21.0
C,4437.0,3.082060052,In Stock,8.0
C,6987.0,3.082060052,In Stock,25.0
C,7648.0,3.082060052,In Stock,45.0
C,1670.0,3.082060052,In Stock,13.0
B,5335.0,3.082060052,Out of Stock,12.0
A,6117.0,3.082060052,In Stock,26.0
B,1695.0,3.137216936,In Stock,7.0
B,4769.0,3.199256477,In Stock,41.0
C,8325.0,3.749995245,In Stock,6.0
C,1804.0,3.082060052,In Stock,7.0
C,9951.0,3.082060052,In Stock,26.0
C,4828.0,3.082060052,In Stock,22.0
C,1698.0,3.089123168,In Stock,11.0
C,2571.0,1.242519642,In Stock,22.0
C,3691.0,4.799496226,In Stock,37.0
C,4996.5,3.082060052,Out of Stock,23.0
D,6967.0,2.929478914,In Stock,39.0
C,9148.0,3.082060052,In Stock,46.0
A,3701.0,3.082060052,In Stock,12.0
C,6867.0,3.082060052,In Stock,3.0
C,2610.0,2.791204242,In Stock,10.0
C,7606.0,3.654227386,In Stock,25.0
C,3135.0,4.594448915,In Stock,28.0
D,5597.0,3.116135384,In Stock,27.0
C,1839.0,4.274956661,Out of Stock,16.0
D,4763.0,3.972744227,In Stock,42.0
C,4219.0,3.082060052,In Stock,37.0
C,5608.0,4.157697337,Out of Stock,6.0
B,5195.0,3.689327293,In Stock,3.0
C,2540.0,3.082060052,In Stock,40.0
C,6716.0,1.790399031,In Stock,7.0
B,3722.0,3.082060052,Out of Stock,37.0
C,8682.0,1.190636338,In Stock,47.0
C,2647.0,3.082060052,In Stock,25.0
A,4104.0,3.082060052,Out of Stock,39.0
C,6952.0,4.511057655,In Stock,4.0
C,9928.0,3.082060052,In Stock,49.0
C,5712.0,2.747244805,Out of Stock,45.0
C,251.0,1.033156305,Out of Stock,44.0
C,3611.0,1.91573073,In Stock,36.0
C,3295.0,1.537412675,In Stock,11.0
C,889.0,3.082060052,Out of Stock,45.0
C,1972.0,2.247259789,In Stock,10.0
C,5429.0,4.958336197,In Stock,2.0
C,4415.0,1.446394207,Out of Stock,45.0
C,6889.0,3.082060052,In Stock,13.0
C,4996.5,3.082060052,Out of Stock,16.0
D,2507.0,3.082060052,Out of Stock,45.0
C,8945.0,4.670162361,Out of Stock,11.0
C,6533.0,1.392323731,In Stock,32.0
C,4318.0,2.130970062,Out of Stock,25.0
C,2173.0,3.082060052,Out of Stock,24.0
C,2996.0,3.397375844,In Stock,49.0
D,521.0,1.109541284,Out of Stock,30.0
C,4158.0,3.256011078,In Stock,7.0
C,7314.0,3.082060052,In Stock,41.0
C,3430.0,3.082060052,Out of Stock,27.0
C,4996.5,2.28483592,In Stock,28.0
C,5556.0,3.082060052,In Stock,1.0
C,7425.0,2.326320641,In Stock,22.0
C,6689.0,1.015558285,In Stock,20.0
C,5132.0,3.082060052,Out of Stock,43.0
C,5475.0,3.082060052,Out of Stock,13.0
C,4996.5,3.082060052,Out of Stock,6.0
D,8273.0,4.152618603,In Stock,7.0
C,5565.0,3.082060052,In Stock,47.0
B,4071.0,4.201654639,In Stock,32.0
C,2269.0,3.082060052,In Stock,31.0
C,7671.0,2.062739332,In Stock,25.0
B,3472.0,3.082060052,Out of Stock,41.0
C,3430.0,3.082060052,In Stock,27.0
